0.000000000000000e+000;0.000000e+000
4.681142774996619e-011;-2.527390e-014
9.362285549993238e-011;7.805953e-015
1.404342832498986e-010;9.923956e-014
1.872457109998648e-010;2.490269e-013
2.340571387498310e-010;4.571680e-013
2.808685664997972e-010;7.236629e-013
3.276799942497632e-010;1.048512e-012
6.553599884995265e-010;6.128491e-012
1.000000000000000e-009;1.539270e-011
1.438669120050922e-007;9.102678e-007
2.867338240101844e-007;3.625801e-006
4.296007360152766e-007;8.146616e-006
5.724676480203687e-007;1.447271e-005
7.153345600254608e-007;2.260409e-005
8.582014720305531e-007;3.254075e-005
1.001068384035645e-006;4.428269e-005
1.002068384035645e-006;4.437123e-005
1.148211241178513e-006;5.826210e-005
1.294354098321381e-006;7.403968e-005
1.440496955464250e-006;9.170399e-005
1.586639812607118e-006;1.112550e-004
1.732782669749986e-006;1.326928e-004
1.878925526892854e-006;1.560172e-004
2.025068384035722e-006;1.812284e-004
2.026068384035722e-006;1.814074e-004
2.172211241178590e-006;2.085170e-004
2.318354098321458e-006;2.375111e-004
2.464496955464327e-006;2.683895e-004
2.610639812607195e-006;3.011523e-004
2.756782669750063e-006;3.357994e-004
2.902925526892931e-006;3.723310e-004
3.049068384035799e-006;4.107469e-004
3.050068384035799e-006;4.110163e-004
3.196211241178652e-006;4.513283e-004
3.342354098321504e-006;4.935224e-004
3.488496955464357e-006;5.375985e-004
3.634639812607209e-006;5.835566e-004
3.780782669750062e-006;6.313968e-004
3.926925526892914e-006;6.811190e-004
4.073068384035767e-006;7.327233e-004
4.074068384035766e-006;7.330828e-004
4.220211241178573e-006;7.865808e-004
4.366354098321379e-006;8.419585e-004
4.512496955464185e-006;8.992158e-004
4.658639812606991e-006;9.583529e-004
4.804782669749798e-006;1.019370e-003
4.950925526892604e-006;1.082266e-003
5.097068384035410e-006;1.147042e-003
5.098068384035409e-006;1.147492e-003
5.244211241178216e-006;1.214159e-003
5.390354098321022e-006;1.282704e-003
5.536496955463828e-006;1.353126e-003
5.682639812606634e-006;1.425426e-003
5.828782669749441e-006;1.499602e-003
5.974925526892247e-006;1.575656e-003
6.121068384035053e-006;1.653588e-003
6.122068384035053e-006;1.654128e-003
6.268211241177859e-006;1.733948e-003
6.414354098320666e-006;1.815643e-003
6.560496955463471e-006;1.899214e-003
6.706639812606278e-006;1.984659e-003
6.852782669749084e-006;2.071979e-003
6.998925526891891e-006;2.161174e-003
7.145068384034696e-006;2.252245e-003
7.146068384034696e-006;2.252874e-003
7.292211241177568e-006;2.345831e-003
7.438354098320439e-006;2.440660e-003
7.584496955463310e-006;2.537362e-003
7.730639812606183e-006;2.635937e-003
7.876782669749053e-006;2.736384e-003
8.022925526891924e-006;2.838703e-003
8.169068384034796e-006;2.942896e-003
8.170068384034797e-006;2.943615e-003
8.316211241177726e-006;3.049691e-003
8.462354098320657e-006;3.157638e-003
8.608496955463586e-006;3.267455e-003
8.754639812606517e-006;3.379142e-003
8.900782669749446e-006;3.492699e-003
9.046925526892377e-006;3.608127e-003
9.193068384035307e-006;3.725425e-003
9.194068384035307e-006;3.726234e-003
9.340211241178236e-006;3.845413e-003
9.486354098321167e-006;3.966460e-003
9.632496955464097e-006;4.089375e-003
9.778639812607028e-006;4.214158e-003
9.924782669749957e-006;4.340809e-003
